subject,trial_index,session,label_index,label_name,split
1,419,1test,1,right_hand,test
1,420,1test,0,left_hand,test
1,421,1test,1,right_hand,test
1,422,1test,3,tongue,test
1,423,1test,1,right_hand,test
1,424,1test,3,tongue,test
1,425,1test,2,feet,test
1,426,1test,1,right_hand,test
1,427,1test,1,right_hand,test
1,428,1test,1,right_hand,test
1,429,1test,2,feet,test
1,430,1test,3,tongue,test
1,431,1test,0,left_hand,test
1,432,1test,1,right_hand,test
1,433,1test,3,tongue,test
1,434,1test,0,left_hand,test
1,435,1test,2,feet,test
1,436,1test,2,feet,test
1,437,1test,3,tongue,test
1,438,1test,0,left_hand,test
1,439,1test,0,left_hand,test
1,440,1test,2,feet,test
1,441,1test,1,right_hand,test
1,442,1test,3,tongue,test
1,443,1test,3,tongue,test
1,444,1test,3,tongue,test
1,445,1test,1,right_hand,test
1,446,1test,0,left_hand,test
1,447,1test,2,feet,test
1,448,1test,1,right_hand,test
1,449,1test,3,tongue,test
1,450,1test,0,left_hand,test
1,451,1test,3,tongue,test
1,452,1test,2,feet,test
1,453,1test,1,right_hand,test
1,454,1test,3,tongue,test
1,455,1test,3,tongue,test
1,456,1test,0,left_hand,test
1,457,1test,1,right_hand,test
1,458,1test,1,right_hand,test
1,459,1test,2,feet,test
1,460,1test,3,tongue,test
1,461,1test,1,right_hand,test
1,462,1test,0,left_hand,test
1,463,1test,0,left_hand,test
1,464,1test,3,tongue,test
1,465,1test,1,right_hand,test
1,466,1test,0,left_hand,test
1,467,1test,2,feet,test
1,468,1test,1,right_hand,test
1,469,1test,1,right_hand,test
1,470,1test,2,feet,test
1,471,1test,0,left_hand,test
1,472,1test,3,tongue,test
1,473,1test,2,feet,test
1,474,1test,2,feet,test
1,475,1test,2,feet,test
1,476,1test,2,feet,test
1,477,1test,0,left_hand,test
1,478,1test,1,right_hand,test
1,479,1test,0,left_hand,test
1,480,1test,1,right_hand,test
1,481,1test,0,left_hand,test
1,482,1test,0,left_hand,test
1,483,1test,2,feet,test
1,484,1test,2,feet,test
1,485,1test,1,right_hand,test
1,486,1test,2,feet,test
1,487,1test,3,tongue,test
1,488,1test,0,left_hand,test
1,489,1test,3,tongue,test
1,490,1test,0,left_hand,test
1,491,1test,0,left_hand,test
1,492,1test,1,right_hand,test
1,493,1test,3,tongue,test
1,494,1test,2,feet,test
1,495,1test,1,right_hand,test
1,496,1test,3,tongue,test
1,497,1test,2,feet,test
1,498,1test,3,tongue,test
1,499,1test,2,feet,test
1,500,1test,3,tongue,test
1,501,1test,1,right_hand,test
1,502,1test,1,right_hand,test
1,503,1test,3,tongue,test
1,504,1test,0,left_hand,test
1,505,1test,1,right_hand,test
1,506,1test,1,right_hand,test
1,507,1test,1,right_hand,test
1,508,1test,2,feet,test
1,509,1test,3,tongue,test
1,510,1test,0,left_hand,test
1,511,1test,3,tongue,test
1,512,1test,0,left_hand,test
1,513,1test,2,feet,test
1,514,1test,0,left_hand,test
1,515,1test,3,tongue,test
1,516,1test,0,left_hand,test
1,517,1test,2,feet,test
1,518,1test,0,left_hand,test
1,519,1test,1,right_hand,test
1,520,1test,2,feet,test
1,521,1test,2,feet,test
1,522,1test,3,tongue,test
1,523,1test,0,left_hand,test
1,524,1test,1,right_hand,test
1,525,1test,3,tongue,test
1,526,1test,1,right_hand,test
1,527,1test,2,feet,test
1,528,1test,2,feet,test
1,529,1test,0,left_hand,test
1,530,1test,3,tongue,test
1,531,1test,1,right_hand,test
1,532,1test,3,tongue,test
1,533,1test,0,left_hand,test
1,534,1test,0,left_hand,test
1,535,1test,2,feet,test
1,536,1test,2,feet,test
1,537,1test,1,right_hand,test
1,538,1test,3,tongue,test
1,539,1test,1,right_hand,test
1,540,1test,1,right_hand,test
1,541,1test,0,left_hand,test
1,542,1test,1,right_hand,test
1,543,1test,3,tongue,test
1,544,1test,3,tongue,test
1,545,1test,1,right_hand,test
1,546,1test,1,right_hand,test
1,547,1test,1,right_hand,test
1,548,1test,1,right_hand,test
1,549,1test,3,tongue,test
1,550,1test,3,tongue,test
1,551,1test,2,feet,test
1,552,1test,3,tongue,test
1,553,1test,0,left_hand,test
1,554,1test,1,right_hand,test
1,555,1test,2,feet,test
1,556,1test,1,right_hand,test
1,557,1test,0,left_hand,test
1,558,1test,3,tongue,test
1,559,1test,0,left_hand,test
1,560,1test,3,tongue,test
1,561,1test,0,left_hand,test
1,562,1test,0,left_hand,test
1,563,1test,0,left_hand,test
1,564,1test,0,left_hand,test
1,565,1test,2,feet,test
1,566,1test,2,feet,test
1,567,1test,3,tongue,test
1,568,1test,1,right_hand,test
1,569,1test,2,feet,test
1,570,1test,2,feet,test
1,571,1test,2,feet,test
1,572,1test,3,tongue,test
1,573,1test,2,feet,test
1,574,1test,0,left_hand,test
1,575,1test,2,feet,test
2,0,0train,0,left_hand,train
2,1,0train,1,right_hand,val
2,2,0train,1,right_hand,train
2,3,0train,0,left_hand,val
2,4,0train,1,right_hand,train
2,5,0train,0,left_hand,train
2,6,0train,1,right_hand,val
2,7,0train,2,feet,train
2,8,0train,1,right_hand,train
2,9,0train,3,tongue,train
2,10,0train,0,left_hand,train
2,11,0train,2,feet,train
2,12,0train,1,right_hand,val
2,13,0train,0,left_hand,train
2,14,0train,3,tongue,train
2,15,0train,3,tongue,train
2,16,0train,3,tongue,train
2,17,0train,3,tongue,train
2,18,0train,3,tongue,train
2,19,0train,0,left_hand,train
2,20,0train,2,feet,train
2,21,0train,1,right_hand,train
2,22,0train,0,left_hand,train
2,23,0train,0,left_hand,train
2,24,0train,2,feet,train
2,25,0train,3,tongue,train
2,26,0train,0,left_hand,train
2,27,0train,2,feet,train
2,28,0train,2,feet,train
2,29,0train,2,feet,train
2,30,0train,0,left_hand,train
2,31,0train,1,right_hand,train
2,32,0train,0,left_hand,train
2,33,0train,1,right_hand,train
2,34,0train,1,right_hand,train
2,35,0train,0,left_hand,train
2,36,0train,1,right_hand,train
2,37,0train,2,feet,val
2,38,0train,1,right_hand,val
2,39,0train,2,feet,train
2,40,0train,2,feet,train
2,41,0train,3,tongue,train
2,42,0train,2,feet,train
2,43,0train,2,feet,train
2,44,0train,3,tongue,train
2,45,0train,3,tongue,train
2,46,0train,3,tongue,train
2,47,0train,3,tongue,val
2,48,0train,3,tongue,train
2,49,0train,2,feet,train
2,50,0train,1,right_hand,train
2,51,0train,0,left_hand,train
2,52,0train,0,left_hand,train
2,53,0train,1,right_hand,train
2,54,0train,2,feet,val
2,55,0train,3,tongue,train
2,56,0train,1,right_hand,train
2,57,0train,2,feet,val
2,58,0train,0,left_hand,train
2,59,0train,0,left_hand,train
2,60,0train,0,left_hand,train
2,61,0train,3,tongue,train
2,62,0train,1,right_hand,train
2,63,0train,1,right_hand,train
2,64,0train,0,left_hand,train
2,65,0train,0,left_hand,train
2,66,0train,2,feet,train
2,67,0train,0,left_hand,train
2,68,0train,1,right_hand,val
2,69,0train,3,tongue,train
2,70,0train,3,tongue,val
2,71,0train,2,feet,train
2,72,0train,0,left_hand,train
2,73,0train,3,tongue,train
2,74,0train,3,tongue,train
2,75,0train,1,right_hand,train
2,76,0train,3,tongue,train
2,77,0train,3,tongue,train
2,78,0train,1,right_hand,train
2,79,0train,0,left_hand,train
2,80,0train,1,right_hand,train
2,81,0train,2,feet,train
2,82,0train,2,feet,train
2,83,0train,2,feet,train
2,84,0train,3,tongue,train
2,85,0train,2,feet,train
2,86,0train,0,left_hand,train
2,87,0train,3,tongue,train
2,88,0train,1,right_hand,train
2,89,0train,2,feet,train
2,90,0train,1,right_hand,val
2,91,0train,2,feet,train
2,92,0train,3,tongue,train
2,93,0train,1,right_hand,train
2,94,0train,2,feet,train
2,95,0train,0,left_hand,train
2,96,0train,0,left_hand,train
2,97,0train,0,left_hand,val
2,98,0train,3,tongue,train
2,99,0train,1,right_hand,train
2,100,0train,0,left_hand,train
2,101,0train,2,feet,train
2,102,0train,0,left_hand,train
2,103,0train,2,feet,train
2,104,0train,1,right_hand,train
2,105,0train,3,tongue,train
2,106,0train,0,left_hand,train
2,107,0train,2,feet,train
2,108,0train,2,feet,train
2,109,0train,0,left_hand,train
2,110,0train,2,feet,train
2,111,0train,1,right_hand,train
2,112,0train,3,tongue,train
2,113,0train,3,tongue,train
2,114,0train,3,tongue,train
2,115,0train,2,feet,train
2,116,0train,0,left_hand,train
2,117,0train,3,tongue,val
2,118,0train,1,right_hand,train
2,119,0train,3,tongue,train
2,120,0train,1,right_hand,train
2,121,0train,0,left_hand,val
2,122,0train,2,feet,train
2,123,0train,1,right_hand,train
2,124,0train,0,left_hand,train
2,125,0train,2,feet,val
2,126,0train,2,feet,train
2,127,0train,0,left_hand,train
2,128,0train,2,feet,train
2,129,0train,3,tongue,train
2,130,0train,3,tongue,train
2,131,0train,1,right_hand,train
2,132,0train,0,left_hand,train
2,133,0train,1,right_hand,train
2,134,0train,3,tongue,train
2,135,0train,1,right_hand,train
2,136,0train,3,tongue,train
2,137,0train,2,feet,train
2,138,0train,1,right_hand,train
2,139,0train,1,right_hand,train
2,140,0train,1,right_hand,train
2,141,0train,2,feet,train
2,142,0train,3,tongue,val
2,143,0train,0,left_hand,train
2,144,0train,1,right_hand,val
2,145,0train,3,tongue,train
2,146,0train,0,left_hand,val
2,147,0train,2,feet,train
2,148,0train,2,feet,train
2,149,0train,3,tongue,train
2,150,0train,0,left_hand,train
2,151,0train,0,left_hand,val
2,152,0train,2,feet,train
2,153,0train,1,right_hand,val
2,154,0train,3,tongue,train
2,155,0train,3,tongue,train
2,156,0train,3,tongue,val
2,157,0train,1,right_hand,val
2,158,0train,0,left_hand,train
2,159,0train,2,feet,train
2,160,0train,1,right_hand,train
2,161,0train,3,tongue,train
2,162,0train,0,left_hand,train
2,163,0train,3,tongue,train
2,164,0train,2,feet,train
2,165,0train,1,right_hand,val
2,166,0train,3,tongue,train
2,167,0train,3,tongue,val
2,168,0train,0,left_hand,train
2,169,0train,1,right_hand,train
2,170,0train,1,right_hand,train
2,171,0train,2,feet,train
2,172,0train,3,tongue,train
2,173,0train,1,right_hand,train
2,174,0train,0,left_hand,train
2,175,0train,0,left_hand,train
2,176,0train,3,tongue,train
2,177,0train,1,right_hand,val
2,178,0train,0,left_hand,train
2,179,0train,2,feet,train
2,180,0train,1,right_hand,train
2,181,0train,1,right_hand,train
2,182,0train,2,feet,train
2,183,0train,0,left_hand,train
2,184,0train,3,tongue,train
2,185,0train,2,feet,train
2,186,0train,2,feet,train
2,187,0train,2,feet,train
2,188,0train,2,feet,train
2,189,0train,0,left_hand,val
2,190,0train,1,right_hand,train
2,191,0train,0,left_hand,train
2,192,0train,1,right_hand,train
2,193,0train,0,left_hand,train
2,194,0train,0,left_hand,train
2,195,0train,2,feet,train
2,196,0train,2,feet,val
2,197,0train,1,right_hand,train
2,198,0train,2,feet,val
2,199,0train,3,tongue,train
2,200,0train,0,left_hand,train
2,201,0train,3,tongue,train
2,202,0train,0,left_hand,train
2,203,0train,0,left_hand,train
2,204,0train,1,right_hand,train
2,205,0train,3,tongue,train
2,206,0train,2,feet,train
2,207,0train,1,right_hand,train
2,208,0train,3,tongue,train
2,209,0train,2,feet,train
2,210,0train,3,tongue,val
2,211,0train,2,feet,val
2,212,0train,3,tongue,train
2,213,0train,1,right_hand,train
2,214,0train,1,right_hand,train
2,215,0train,3,tongue,train
2,216,0train,0,left_hand,train
2,217,0train,1,right_hand,train
2,218,0train,1,right_hand,train
2,219,0train,1,right_hand,train
2,220,0train,2,feet,train
2,221,0train,3,tongue,train
2,222,0train,0,left_hand,train
2,223,0train,3,tongue,train
2,224,0train,0,left_hand,train
2,225,0train,2,feet,train
2,226,0train,0,left_hand,train
2,227,0train,3,tongue,train
2,228,0train,0,left_hand,val
2,229,0train,2,feet,train
2,230,0train,0,left_hand,train
2,231,0train,1,right_hand,train
2,232,0train,2,feet,val
2,233,0train,2,feet,val
2,234,0train,3,tongue,train
2,235,0train,0,left_hand,val
2,236,0train,1,right_hand,train
2,237,0train,3,tongue,val
2,238,0train,1,right_hand,train
2,239,0train,2,feet,train
2,240,0train,2,feet,train
2,241,0train,0,left_hand,train
2,242,0train,3,tongue,train
2,243,0train,1,right_hand,train
2,244,0train,3,tongue,train
2,245,0train,0,left_hand,val
2,246,0train,0,left_hand,train
2,247,0train,2,feet,val
2,248,0train,2,feet,train
2,249,0train,1,right_hand,train
2,250,0train,3,tongue,train
2,251,0train,1,right_hand,train
2,252,0train,1,right_hand,train
2,253,0train,0,left_hand,train
2,254,0train,1,right_hand,train
2,255,0train,3,tongue,val
2,256,0train,3,tongue,train
2,257,0train,1,right_hand,train
2,258,0train,1,right_hand,train
2,259,0train,1,right_hand,train
2,260,0train,1,right_hand,train
2,261,0train,3,tongue,val
2,262,0train,3,tongue,train
2,263,0train,2,feet,train
2,264,0train,3,tongue,train
2,265,0train,0,left_hand,val
2,266,0train,1,right_hand,train
2,267,0train,2,feet,train
2,268,0train,1,right_hand,train
2,269,0train,0,left_hand,train
2,270,0train,3,tongue,train
2,271,0train,0,left_hand,train
2,272,0train,3,tongue,train
2,273,0train,0,left_hand,train
2,274,0train,0,left_hand,train
2,275,0train,0,left_hand,val
2,276,0train,0,left_hand,train
2,277,0train,2,feet,train
2,278,0train,2,feet,train
2,279,0train,3,tongue,val
2,280,0train,1,right_hand,train
2,281,0train,2,feet,train
2,282,0train,2,feet,train
2,283,0train,2,feet,val
2,284,0train,3,tongue,train
2,285,0train,2,feet,train
2,286,0train,0,left_hand,train
2,287,0train,2,feet,train
2,288,1test,0,left_hand,test
2,289,1test,1,right_hand,test
2,290,1test,1,right_hand,test
2,291,1test,0,left_hand,test
2,292,1test,1,right_hand,test
2,293,1test,0,left_hand,test
2,294,1test,1,right_hand,test
2,295,1test,2,feet,test
2,296,1test,1,right_hand,test
2,297,1test,3,tongue,test
2,298,1test,0,left_hand,test
2,299,1test,2,feet,test
2,300,1test,1,right_hand,test
2,301,1test,0,left_hand,test
2,302,1test,3,tongue,test
2,303,1test,3,tongue,test
2,304,1test,3,tongue,test
2,305,1test,3,tongue,test
2,306,1test,3,tongue,test
2,307,1test,0,left_hand,test
2,308,1test,2,feet,test
2,309,1test,1,right_hand,test
2,310,1test,0,left_hand,test
2,311,1test,0,left_hand,test
2,312,1test,2,feet,test
2,313,1test,3,tongue,test
2,314,1test,0,left_hand,test
2,315,1test,2,feet,test
2,316,1test,2,feet,test
2,317,1test,2,feet,test
2,318,1test,0,left_hand,test
2,319,1test,1,right_hand,test
2,320,1test,0,left_hand,test
2,321,1test,1,right_hand,test
2,322,1test,1,right_hand,test
2,323,1test,0,left_hand,test
2,324,1test,1,right_hand,test
2,325,1test,2,feet,test
2,326,1test,1,right_hand,test
2,327,1test,2,feet,test
2,328,1test,2,feet,test
2,329,1test,3,tongue,test
2,330,1test,2,feet,test
2,331,1test,2,feet,test
2,332,1test,3,tongue,test
2,333,1test,3,tongue,test
2,334,1test,3,tongue,test
2,335,1test,3,tongue,test
2,336,1test,3,tongue,test
2,337,1test,2,feet,test
2,338,1test,1,right_hand,test
